Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level
Exeggutor,EXEGGUTOR,95,95,85,55,125,0,455,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Exeggutor_alola,EXEGGUTOR_ALOLA,95,105,85,45,125,0,455,TYPE_GRASS,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Cubone,CUBONE,50,50,95,35,40,50,320,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Marowak,MAROWAK,60,80,110,45,50,80,425,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Marowak_alola,MAROWAK_ALOLA,60,80,110,45,50,80,425,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Marowak_alola_totem,MAROWAK_ALOLA_TOTEM,60,80,110,45,50,80,425,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Tyrogue,TYROGUE,35,35,35,35,35,35,210,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Hitmonlee,HITMONLEE,50,120,53,87,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Hitmonchan,HITMONCHAN,50,105,79,76,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Hitmontop,HITMONTOP,50,95,95,70,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Lickitung,LICKITUNG,90,55,75,30,60,75,385,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Lickilicky,LICKILICKY,110,85,95,50,80,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Koffing,KOFFING,40,65,95,35,60,45,340,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Weezing,WEEZING,65,90,120,60,85,70,490,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Weezing_galar,WEEZING_GALAR,65,90,120,60,85,70,490,TYPE_POISON,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rhyhorn,RHYHORN,80,85,95,25,30,30,345,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Rhydon,RHYDON,105,130,120,40,45,45,485,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Rhyperior,RHYPERIOR,115,140,130,40,55,55,535,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Happiny,HAPPINY,100,5,5,30,15,65,220,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0
Chansey,CHANSEY,250,5,5,50,35,105,450,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0
Blissey,BLISSEY,255,10,10,55,75,135,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0
Tangela,TANGELA,65,55,115,60,100,40,435,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Tangrowth,TANGROWTH,100,100,125,50,110,50,535,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kangaskhan,KANGASKHAN,105,95,80,90,40,80,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kangaskhan_mega,KANGASKHAN_MEGA,105,125,100,100,60,100,590,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Horsea,HORSEA,30,40,70,60,70,25,295,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Seadra,SEADRA,55,65,95,85,95,45,440,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kingdra,KINGDRA,75,95,95,85,95,95,540,TYPE_WATER,TYPE_DRAGON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Goldeen,GOLDEEN,45,67,60,63,35,50,320,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Seaking,SEAKING,80,92,65,68,65,80,450,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Staryu,STARYU,30,45,55,85,70,55,340,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Starmie,STARMIE,60,75,85,115,100,85,520,TYPE_WATER,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mime_jr,MIME_JR,20,25,45,60,70,90,310,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Mr_mime,MR_MIME,40,45,65,90,100,120,460,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Mr_mime_galar,MR_MIME_GALAR,50,65,65,100,90,90,460,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Mr_rime,MR_RIME,80,85,75,70,110,100,520,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Scyther,SCYTHER,70,110,80,105,55,80,500,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Scizor,SCIZOR,70,130,100,65,55,80,500,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Scizor_mega,SCIZOR_MEGA,70,150,140,75,65,100,600,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kleavor,KLEAVOR,70,135,95,85,45,70,500,TYPE_BUG,TYPE_ROCK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Smoochum,SMOOCHUM,45,30,15,65,85,65,305,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Jynx,JYNX,65,50,35,95,115,95,455,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Elekid,ELEKID,45,63,37,95,65,55,360,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Electabuzz,ELECTABUZZ,65,83,57,105,95,85,490,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Electivire,ELECTIVIRE,75,123,67,95,95,85,540,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Magby,MAGBY,45,75,37,83,70,55,365,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Magmar,MAGMAR,65,95,57,93,100,85,495,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Magmortar,MAGMORTAR,75,95,67,83,125,95,540,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Pinsir,PINSIR,65,125,100,85,55,70,500,TYPE_BUG,TYPE_BUG,GROWTH_SLOW,NONE,NONE,0
Pinsir_mega,PINSIR_MEGA,65,155,120,105,65,90,600,TYPE_BUG,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Tauros,TAUROS,75,100,95,110,40,70,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Tauros_paldea_combat,TAUROS_PALDEA_COMBAT,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_SLOW,NONE,NONE,0
Tauros_paldea_blaze,TAUROS_PALDEA_BLAZE,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIRE,GROWTH_SLOW,NONE,NONE,0
Tauros_paldea_aqua,TAUROS_PALDEA_AQUA,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Magikarp,MAGIKARP,20,10,55,80,15,20,200,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Gyarados,GYARADOS,95,125,79,81,60,100,540,TYPE_WATER,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Gyarados_mega,GYARADOS_MEGA,95,155,109,81,70,130,640,TYPE_WATER,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0
Lapras,LAPRAS,130,85,80,60,85,95,535,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Lapras_gmax,LAPRAS_GMAX,130,85,80,60,85,95,535,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Ditto,DITTO,48,48,48,48,48,48,288,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Eevee_gmax,EEVEE_GMAX,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Eevee_starter,EEVEE_STARTER,65,75,70,75,65,85,435,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Vaporeon,VAPOREON,130,65,60,65,110,95,525,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Jolteon,JOLTEON,65,65,60,130,110,95,525,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Flareon,FLAREON,65,130,60,65,95,110,525,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Espeon,ESPEON,65,65,60,110,130,95,525,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Umbreon,UMBREON,95,65,110,65,60,130,525,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Leafeon,LEAFEON,65,110,130,95,60,65,525,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Glaceon,GLACEON,65,60,110,65,130,95,525,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Sylveon,SYLVEON,95,65,65,60,110,130,525,TYPE_FAIRY,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Porygon,PORYGON,65,60,70,40,85,75,395,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Porygon2,PORYGON2,85,80,90,60,105,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Porygon_z,PORYGON_Z,85,80,70,90,135,75,535,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Omanyte,OMANYTE,35,40,100,35,90,55,355,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Omastar,OMASTAR,70,60,125,55,115,70,495,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kabuto,KABUTO,30,80,90,55,55,45,355,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kabutops,KABUTOPS,60,115,105,80,65,70,495,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Aerodactyl,AERODACTYL,80,105,65,130,60,75,515,TYPE_ROCK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Aerodactyl_mega,AERODACTYL_MEGA,80,135,85,150,70,95,615,TYPE_ROCK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Munchlax,MUNCHLAX,135,85,40,5,40,85,390,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Snorlax,SNORLAX,160,110,65,30,65,110,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Snorlax_gmax,SNORLAX_GMAX,160,110,65,30,65,110,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Articuno,ARTICUNO,90,85,100,85,95,125,580,TYPE_ICE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Articuno_galar,ARTICUNO_GALAR,90,85,85,95,125,100,580,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Zapdos,ZAPDOS,90,90,85,100,125,90,580,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Zapdos_galar,ZAPDOS_GALAR,90,125,90,100,85,90,580,TYPE_FIGHTING,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Moltres,MOLTRES,90,100,90,90,125,85,580,TYPE_FIRE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Moltres_galar,MOLTRES_GALAR,90,85,90,90,100,125,580,TYPE_DARK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Dratini,DRATINI,41,64,45,50,50,50,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Dragonair,DRAGONAIR,61,84,65,70,70,70,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Dragonite,DRAGONITE,91,134,95,80,100,100,600,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Mewtwo,MEWTWO,106,110,90,130,154,90,680,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mewtwo_mega_x,MEWTWO_MEGA_X,106,190,100,130,154,100,780,TYPE_PSYCHIC,TYPE_FIGHTING,GROWTH_SLOW,NONE,NONE,0
Mewtwo_mega_y,MEWTWO_MEGA_Y,106,150,70,140,194,120,780,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mew,MEW,100,100,100,100,100,100,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0
