Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level
Grimer,GRIMER,80,80,50,25,40,50,325,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,MUK,EVO_LEVEL,38
Muk,MUK,105,105,75,50,65,100,500,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Grimer,GRIMER_ALOLA,80,80,50,25,40,50,325,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,MUK_ALOLA,EVO_LEVEL,38
Muk,MUK_ALOLA,105,105,75,50,65,100,500,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Shellder,SHELLDER,30,65,100,40,45,25,305,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,CLOYSTER,EVO_ITEM,ITEM_WATER_STONE
Cloyster,CLOYSTER,50,95,180,70,85,45,525,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Gastly,GASTLY,30,35,30,80,100,35,310,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,HAUNTER,EVO_LEVEL,25
Haunter,HAUNTER,45,50,45,95,115,55,405,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,GENGAR,EVO_LEVEL,42
Haunter,HAUNTER,45,50,45,95,115,55,405,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,GENGAR,EVO_ITEM,ITEM_LINKING_CORD
Gengar,GENGAR,60,65,60,110,130,75,500,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Gengar,GENGAR_MEGA,60,65,80,130,170,95,600,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Gengar,GENGAR_GMAX,60,65,60,110,130,75,500,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Onix,ONIX,35,45,160,70,30,45,385,TYPE_ROCK,TYPE_GROUND,GROWTH_MEDIUM_FAST,STEELIX,EVO_ITEM,ITEM_METAL_COAT
Steelix,STEELIX,75,85,200,30,55,65,510,TYPE_STEEL,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Steelix,STEELIX_MEGA,75,125,230,30,55,95,610,TYPE_STEEL,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Drowzee,DROWZEE,60,48,45,42,43,90,328,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,HYPNO,EVO_LEVEL,26
Hypno,HYPNO,85,73,70,67,73,115,483,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Krabby,KRABBY,30,105,90,50,25,25,325,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,KINGLER,EVO_LEVEL,28
Kingler,KINGLER,55,130,115,75,50,50,475,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kingler,KINGLER_GMAX,55,130,115,75,50,50,475,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Voltorb,VOLTORB,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTRODE,EVO_LEVEL,30
Electrode,ELECTRODE,60,50,70,0,80,80,340,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Voltorb,VOLTORB_HISUI,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,ELECTRODE_HISUI,EVO_ITEM,ITEM_LEAF_STONE
Electrode,ELECTRODE_HISUI,60,50,70,0,80,80,340,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Exeggcute,EXEGGCUTE,60,40,80,40,60,45,325,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_SLOW,EXEGGUTOR,EVO_ITEM,ITEM_LEAF_STONE
Exeggcute,EXEGGCUTE,60,40,80,40,60,45,325,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_SLOW,EXEGGUTOR_ALOLA,EVO_NONE,0
Exeggutor,EXEGGUTOR,95,95,85,55,125,0,455,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Exeggutor,EXEGGUTOR_ALOLA,95,105,85,45,125,0,455,TYPE_GRASS,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Cubone,CUBONE,50,50,95,35,40,50,320,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,MAROWAK,EVO_LEVEL,28
Cubone,CUBONE,50,50,95,35,40,50,320,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,MAROWAK_ALOLA,EVO_NONE,0
Cubone,CUBONE,50,50,95,35,40,50,320,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,MAROWAK_ALOLA_TOTEM,EVO_NONE,0
Marowak,MAROWAK,60,80,110,45,50,80,425,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Marowak,MAROWAK_ALOLA,60,80,110,45,50,80,425,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Marowak,MAROWAK_ALOLA_TOTEM,60,80,110,45,50,80,425,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Tyrogue,TYROGUE,35,35,35,35,35,35,210,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,HITMONCHAN,EVO_LEVEL_ATK_LT_DEF,20
Tyrogue,TYROGUE,35,35,35,35,35,35,210,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,HITMONLEE,EVO_LEVEL_ATK_GT_DEF,20
Tyrogue,TYROGUE,35,35,35,35,35,35,210,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,HITMONTOP,EVO_LEVEL_ATK_EQ_DEF,20
Hitmonlee,HITMONLEE,50,120,53,87,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Hitmonchan,HITMONCHAN,50,105,79,76,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Hitmontop,HITMONTOP,50,95,95,70,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Lickitung,LICKITUNG,90,55,75,30,60,75,385,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LICKILICKY,EVO_MOVE,MOVE_ROLLOUT
Lickilicky,LICKILICKY,110,85,95,50,80,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Koffing,KOFFING,40,65,95,35,60,45,340,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,WEEZING,EVO_LEVEL,35
Koffing,KOFFING,40,65,95,35,60,45,340,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,WEEZING_GALAR,EVO_NONE,0
Weezing,WEEZING,65,90,120,60,85,70,490,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Weezing,WEEZING_GALAR,65,90,120,60,85,70,490,TYPE_POISON,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rhyhorn,RHYHORN,80,85,95,25,30,30,345,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,RHYDON,EVO_LEVEL,42
Rhydon,RHYDON,105,130,120,40,45,45,485,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,RHYPERIOR,EVO_ITEM,ITEM_PROTECTOR
Rhyperior,RHYPERIOR,115,140,130,40,55,55,535,TYPE_GROUND,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0
Happiny,HAPPINY,100,5,5,30,15,65,220,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,CHANSEY,EVO_ITEM_HOLD,ITEM_OVAL_STONE
Happiny,HAPPINY,100,5,5,30,15,65,220,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,CHANSEY,EVO_ITEM,ITEM_OVAL_STONE
Chansey,CHANSEY,250,5,5,50,35,105,450,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,BLISSEY,EVO_FRIENDSHIP,0
Blissey,BLISSEY,255,10,10,55,75,135,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0
Tangela,TANGELA,65,55,115,60,100,40,435,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,TANGROWTH,EVO_MOVE,MOVE_ANCIENT_POWER
Tangrowth,TANGROWTH,100,100,125,50,110,50,535,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kangaskhan,KANGASKHAN,105,95,80,90,40,80,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kangaskhan,KANGASKHAN_MEGA,105,125,100,100,60,100,590,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Horsea,HORSEA,30,40,70,60,70,25,295,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,SEADRA,EVO_LEVEL,32
Seadra,SEADRA,55,65,95,85,95,45,440,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,KINGDRA,EVO_ITEM,ITEM_DRAGON_SCALE
Kingdra,KINGDRA,75,95,95,85,95,95,540,TYPE_WATER,TYPE_DRAGON,GROWTH_MEDIUM_FAST,NONE,NONE,0
Goldeen,GOLDEEN,45,67,60,63,35,50,320,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,SEAKING,EVO_LEVEL,33
Seaking,SEAKING,80,92,65,68,65,80,450,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Staryu,STARYU,30,45,55,85,70,55,340,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,STARMIE,EVO_ITEM,ITEM_WATER_STONE
Starmie,STARMIE,60,75,85,115,100,85,520,TYPE_WATER,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mime Jr.,MIME_JR,20,25,45,60,70,90,310,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,MR_MIME,EVO_MOVE,MOVE_MIMIC
Mime Jr.,MIME_JR,20,25,45,60,70,90,310,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,MR_MIME_GALAR,EVO_NONE,0
Mr. Mime,MR_MIME,40,45,65,90,100,120,460,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Mr. Mime,MR_MIME_GALAR,50,65,65,100,90,90,460,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,MR_RIME,EVO_LEVEL,42
Mr. Rime,MR_RIME,80,85,75,70,110,100,520,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Scyther,SCYTHER,70,110,80,105,55,80,500,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,KLEAVOR,EVO_ITEM,ITEM_BLACK_AUGURITE
Scyther,SCYTHER,70,110,80,105,55,80,500,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,SCIZOR,EVO_ITEM,ITEM_METAL_COAT
Scizor,SCIZOR,70,130,100,65,55,80,500,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Scizor,SCIZOR_MEGA,70,150,140,75,65,100,600,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kleavor,KLEAVOR,70,135,95,85,45,70,500,TYPE_BUG,TYPE_ROCK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Smoochum,SMOOCHUM,45,30,15,65,85,65,305,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,JYNX,EVO_LEVEL,30
Jynx,JYNX,65,50,35,95,115,95,455,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Elekid,ELEKID,45,63,37,95,65,55,360,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTABUZZ,EVO_LEVEL,30
Electabuzz,ELECTABUZZ,65,83,57,105,95,85,490,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTIVIRE,EVO_ITEM,ITEM_ELECTIRIZER
Electivire,ELECTIVIRE,75,123,67,95,95,85,540,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Magby,MAGBY,45,75,37,83,70,55,365,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMAR,EVO_LEVEL,30
Magmar,MAGMAR,65,95,57,93,100,85,495,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMORTAR,EVO_ITEM,ITEM_MAGMARIZER
Magmortar,MAGMORTAR,75,95,67,83,125,95,540,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Pinsir,PINSIR,65,125,100,85,55,70,500,TYPE_BUG,TYPE_BUG,GROWTH_SLOW,NONE,NONE,0
Pinsir,PINSIR_MEGA,65,155,120,105,65,90,600,TYPE_BUG,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Tauros,TAUROS,75,100,95,110,40,70,490,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Tauros,TAUROS_PALDEA_COMBAT,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_SLOW,NONE,NONE,0
Tauros,TAUROS_PALDEA_BLAZE,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIRE,GROWTH_SLOW,NONE,NONE,0
Tauros,TAUROS_PALDEA_AQUA,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Magikarp,MAGIKARP,20,10,55,80,15,20,200,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,GYARADOS,EVO_LEVEL,20
Gyarados,GYARADOS,95,125,79,81,60,100,540,TYPE_WATER,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Gyarados,GYARADOS_MEGA,95,155,109,81,70,130,640,TYPE_WATER,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0
Lapras,LAPRAS,130,85,80,60,85,95,535,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Lapras,LAPRAS_GMAX,130,85,80,60,85,95,535,TYPE_WATER,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Ditto,DITTO,48,48,48,48,48,48,288,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,JOLTEON,EVO_ITEM,ITEM_THUNDER_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,VAPOREON,EVO_ITEM,ITEM_WATER_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,FLAREON,EVO_ITEM,ITEM_FIRE_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,ESPEON,EVO_ITEM,ITEM_SUN_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,UMBREON,EVO_ITEM,ITEM_MOON_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LEAFEON,EVO_SPECIFIC_MAP,MAP_VIRIDIAN_FOREST
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LEAFEON,EVO_ITEM,ITEM_LEAF_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,GLACEON,EVO_SPECIFIC_MAP,MAP_SEAFOAM_ISLANDS_B4F
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,GLACEON,EVO_ITEM,ITEM_ICE_STONE
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,SYLVEON,EVO_FRIENDSHIP_MOVE_TYPE,TYPE_FAIRY
Eevee,EEVEE_GMAX,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Eevee,EEVEE_STARTER,65,75,70,75,65,85,435,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Vaporeon,VAPOREON,130,65,60,65,110,95,525,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Jolteon,JOLTEON,65,65,60,130,110,95,525,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Flareon,FLAREON,65,130,60,65,95,110,525,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Espeon,ESPEON,65,65,60,110,130,95,525,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Umbreon,UMBREON,95,65,110,65,60,130,525,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Leafeon,LEAFEON,65,110,130,95,60,65,525,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Glaceon,GLACEON,65,60,110,65,130,95,525,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Sylveon,SYLVEON,95,65,65,60,110,130,525,TYPE_FAIRY,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0
Porygon,PORYGON,65,60,70,40,85,75,395,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON2,EVO_ITEM,ITEM_UPGRADE
Porygon2,PORYGON2,85,80,90,60,105,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON_Z,EVO_ITEM,ITEM_DUBIOUS_DISC
Porygon-Z,PORYGON_Z,85,80,70,90,135,75,535,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Omanyte,OMANYTE,35,40,100,35,90,55,355,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,OMASTAR,EVO_LEVEL,40
Omastar,OMASTAR,70,60,125,55,115,70,495,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Kabuto,KABUTO,30,80,90,55,55,45,355,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,KABUTOPS,EVO_LEVEL,40
Kabutops,KABUTOPS,60,115,105,80,65,70,495,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Aerodactyl,AERODACTYL,80,105,65,130,60,75,515,TYPE_ROCK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Aerodactyl,AERODACTYL_MEGA,80,135,85,150,70,95,615,TYPE_ROCK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Munchlax,MUNCHLAX,135,85,40,5,40,85,390,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,SNORLAX,EVO_FRIENDSHIP,0
Snorlax,SNORLAX,160,110,65,30,65,110,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Snorlax,SNORLAX_GMAX,160,110,65,30,65,110,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Articuno,ARTICUNO,90,85,100,85,95,125,580,TYPE_ICE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Articuno,ARTICUNO_GALAR,90,85,85,95,125,100,580,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Zapdos,ZAPDOS,90,90,85,100,125,90,580,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Zapdos,ZAPDOS_GALAR,90,125,90,100,85,90,580,TYPE_FIGHTING,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Moltres,MOLTRES,90,100,90,90,125,85,580,TYPE_FIRE,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Moltres,MOLTRES_GALAR,90,85,90,90,100,125,580,TYPE_DARK,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Dratini,DRATINI,41,64,45,50,50,50,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONAIR,EVO_LEVEL,30
Dragonair,DRAGONAIR,61,84,65,70,70,70,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONITE,EVO_LEVEL,55
Dragonite,DRAGONITE,91,134,95,80,100,100,600,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0
Mewtwo,MEWTWO,106,110,90,130,154,90,680,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mewtwo,MEWTWO_MEGA_X,106,190,100,130,154,100,780,TYPE_PSYCHIC,TYPE_FIGHTING,GROWTH_SLOW,NONE,NONE,0
Mewtwo,MEWTWO_MEGA_Y,106,150,70,140,194,120,780,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mew,MEW,100,100,100,100,100,100,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0
